reference_doi,lipid_molar_ratio,ionizable_lipid_name,encapsulation_efficiency_percent_std_num,np_ratio_std_num,buffer_ph_std_num,cargo_type,helper_lipid_name,peg_lipid_name,particle_size_nm_std_num,pdi_std_num,zeta_potential_mv_std_num,ionizable_lipid_smiles,source_note,source,confidence,evidence,title,chem_warnings,pmcid,ee_is_approximate
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,87,,,siRNA,DSPC,DMG-PEG2000,115,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)CCN1CCS(=O)(=O)CC1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 168행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,89,,,siRNA,DSPC,DMG-PEG2000,105,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)C1CCN(CC1)CC2=CC=CC=C2)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 169행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,88,,,siRNA,DSPC,DMG-PEG2000,100,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)C1CCN(CC2=CC=CC=C2)C1)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 170행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,87,,,siRNA,DSPC,DMG-PEG2000,95,,,CCCCCCCCCCSCC(COC(=O)CCN(CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)C(C)CN(C)C)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 171행 [수리됨],,,,,,,
10.1073/pnas.1306529110,50:10:38.5:1.5,Custom lipid,90,,,siRNA,DSPC,DMG-PEG2000,95,,,CCCCCCCCCCSCC(COC(=O)CCN(C)CCN(C)CCC(=O)OCC(CSCCCCCCCCCC)SCCCCCCCCCC)SCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 172행 [수리됨],,,,,,,
10.1126/sciadv.abc2315,22.0386:33.0579:44.0771:0.826446,Custom lipid,91,,,mRNA,DOPE,DMG-PEG2000,86,0.25,11,CCC(CCCC)COC(=O)CCCCCCCN(CCC(CCCC)COC(=O)CCCCCCCC)CCCNC(=O)c1cc(C(=O)NCCN(CCC(CCCC)COC(=O)CCCCCCCC)CCC(CCCC)COC(=O)CCCCCCCC)cc(C(=O)NCCCN(CCC(CCCC)COC(=O)CCCCCCCC)CCC(CCCC)COC(=O)CCCCCCCC)c1,LNP_Atlas_DB_202509_v1 원본 178행 [수리됨],,,,,,,
10.1016/j.jconrel.2005.06.014,30:20:48:2,DSDMA,67,,,siRNA,DSPC,PEG-c-DMA,182,0.15,,CCCCCCCCCCCCCCCCCCOCC(CN(C)C)OCCCCCCCCCCCCCCCCCC,LNP_Atlas_DB_202509_v1 원본 184행 [수리됨],,,,,,,
10.1016/j.jconrel.2005.06.014,30:20:48:2,DODMA,84,,,siRNA,DSPC,PEG-c-DMA,137,0.12,,CCCCCCCC/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\CCCCCCCC,LNP_Atlas_DB_202509_v1 원본 185행 [수리됨],,,,,,,
10.1016/j.jconrel.2005.06.014,30:20:48:2,DLinDMA,84,,,siRNA,DSPC,PEG-c-DMA,140,0.11,,CCCCC/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 186행 [수리됨],,,,,,,
10.1016/j.jconrel.2005.06.014,30:20:48:2,DLenDMA,85,,,siRNA,DSPC,PEG-c-DMA,132,0.13,,CC/C=C\C/C=C\C/C=C\CCCCCCCCOCC(CN(C)C)OCCCCCCCC/C=C\C/C=C\C/C=C\CC,LNP_Atlas_DB_202509_v1 원본 187행 [수리됨],,,,,,,
10.1016/j.nano.2016.12.014,50:10:38.5:1,DLin-KC2-DMA,97.58,,,DNA,DOPE,DMG-PEG2000,76.17,0.059,23.1,CCCCC/C=C\C/C=C\CCCCCCCCC1(OC(CO1)CCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 188행 [수리됨],,,,,,,
10.1016/j.nano.2016.12.014,50:10:38.5:1,DLin-KC2-DMA,96.59,,,DNA,DOPC,DMG-PEG2000,74.44,0.06,25.8,CCCCC/C=C\C/C=C\CCCCCCCCC1(OC(CO1)CCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 189행 [수리됨],,,,,,,
10.1016/j.nano.2016.12.014,50:10:38.5:1,DLin-KC2-DMA,95.93,,,DNA,SOPC,DMG-PEG2000,66.45,0.062,25.03,CCCCC/C=C\C/C=C\CCCCCCCCC1(OC(CO1)CCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 190행 [수리됨],,,,,,,
10.1016/j.nano.2016.12.014,50:10:38.5:1,DLin-KC2-DMA,94.89,,,DNA,DSPC,DMG-PEG2000,69.99,0.071,24.07,CCCCC/C=C\C/C=C\CCCCCCCCC1(OC(CO1)CCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 191행 [수리됨],,,,,,,
10.1038/mtna.2014.61,51:10:39:1.5,DLin-MC3-DMA,96,,,siRNA,DSPC,DMG-PEG2000,58,0.088,32,CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 192행,,,,,,,
10.1038/mtna.2014.61,51:10:39:5,DLin-MC3-DMA,81,,,siRNA,DSPC,DMG-PEG2000,47,0.127,24,CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 193행,,,,,,,
10.1038/mtna.2014.61,46.3636:9.09091:35.4545:9.09091,DLin-MC3-DMA,82,,,siRNA,DSPC,DMG-PEG2000,46,0.139,18,CCCCC/C=C\C/C=C\CCCCCCCCC(OC(=O)CCCN(C)C)CCCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 194행 [수리됨],,,,,,,
10.1002/adma.201606944,35:16:46.5:2.5,OF-Deg-Lin,60,,,mRNA,DOPE,C14-PEG2000,75,0.197,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCN(CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CCCCC1NC(=O)C(NC1=O)CCCCN(CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 197행,,,,,,,
10.1002/adma.201606944,35:16:46.5:2.5,OF-Deg-Lin,60,,,mRNA,DOPE,C14-PEG2000,75,0.197,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCCN(CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CCCCC1NC(=O)C(NC1=O)CCCCN(CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC)CCOC(=O)CCCCCCC/C=C\C/C=C\CCCCC,LNP_Atlas_DB_202509_v1 원본 198행,,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,52.8,,,mRNA,DOPE,C14-PEG2000,213.2,0.4,1.6,NNCC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC,LNP_Atlas_DB_202509_v1 원본 201행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,69.7,,,mRNA,DOPE,C14-PEG2000,221.9,0.35,4.2,NCCCCNCC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC,LNP_Atlas_DB_202509_v1 원본 202행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,57.4,,,mRNA,DOPE,C14-PEG2000,185.3,0.29,6.2,NC1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC,LNP_Atlas_DB_202509_v1 원본 203행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,63,,,mRNA,DOPE,C14-PEG2000,205.6,0.29,7.1,NCCN1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC,LNP_Atlas_DB_202509_v1 원본 204행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,51.5,,,mRNA,DOPE,C14-PEG2000,219.7,0.34,5.4,NCCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC)CCN,LNP_Atlas_DB_202509_v1 원본 205행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,76.9,,,mRNA,DOPE,C14-PEG2000,214.6,0.31,6.6,NCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC)CCCN,LNP_Atlas_DB_202509_v1 원본 206행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,73.4,,,mRNA,DOPE,C14-PEG2000,182.5,0.25,6.2,NNCC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 207행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,77.6,,,mRNA,DOPE,C14-PEG2000,217,0.41,0.1,NCCCCNCC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 208행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,71.6,,,mRNA,DOPE,C14-PEG2000,150.1,0.21,4.5,NC1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 209행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,78.3,,,mRNA,DOPE,C14-PEG2000,214.9,0.4,1.1,NCCN1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 210행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,73,,,mRNA,DOPE,C14-PEG2000,145.8,0.15,1.6,NCCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC)CCN,LNP_Atlas_DB_202509_v1 원본 211행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,74.5,,,mRNA,DOPE,C14-PEG2000,143.6,0.22,0.4,NCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC)CCCN,LNP_Atlas_DB_202509_v1 원본 212행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,54.4,,,mRNA,DOPE,C14-PEG2000,210.3,0.21,1.3,NNCC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 213행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,59.8,,,mRNA,DOPE,C14-PEG2000,182.5,0.24,3,NCCCCNCC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 214행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,51.3,,,mRNA,DOPE,C14-PEG2000,206.3,0.31,1.9,NC1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 215행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,75.1,,,mRNA,DOPE,C14-PEG2000,221.1,0.25,8.4,NCCN1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 216행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,54.8,,,mRNA,DOPE,C14-PEG2000,212.3,0.27,0.7,NCCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC)CCN,LNP_Atlas_DB_202509_v1 원본 217행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,85.6,,,mRNA,DOPE,C14-PEG2000,173.2,0.21,4.3,NCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC)CCCN,LNP_Atlas_DB_202509_v1 원본 218행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,84.3,,,mRNA,DOPE,C14-PEG2000,136.4,0.23,2.8,NNCC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,LNP_Atlas_DB_202509_v1 원본 219행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,75.1,,,mRNA,DOPE,C14-PEG2000,138.3,0.21,0.8,NCCCCNCC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,LNP_Atlas_DB_202509_v1 원본 220행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,85.7,,,mRNA,DOPE,C14-PEG2000,116.2,0.27,3.6,NC1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,LNP_Atlas_DB_202509_v1 원본 221행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,77.3,,,mRNA,DOPE,C14-PEG2000,110.5,0.22,2.6,NCCN1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,LNP_Atlas_DB_202509_v1 원본 222행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,71.9,,,mRNA,DOPE,C14-PEG2000,149.1,0.25,0.1,NCCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC)CCN,LNP_Atlas_DB_202509_v1 원본 223행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,87.1,,,mRNA,DOPE,C14-PEG2000,151.5,0.23,3.1,NCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC)CCCN,LNP_Atlas_DB_202509_v1 원본 224행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,48.1,,,mRNA,DOPE,C14-PEG2000,164.2,0.18,1.6,NNCC1=CC(=C(O)C(=C1)OC(=O)CC(CCCCCC)CC)OC(=O)CC(CCCCCC)CC,LNP_Atlas_DB_202509_v1 원본 226행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,66.2,,,mRNA,DOPE,C14-PEG2000,186.2,0.26,5.8,NCCCCNCC1=CC(=C(O)C(=C1)OC(=O)CC(CCCCCC)CC)OC(=O)CC(CCCCCC)CC,LNP_Atlas_DB_202509_v1 원본 227행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,54.9,,,mRNA,DOPE,C14-PEG2000,169.9,0.2,8.8,NC1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CCCCCC)CC)OC(=O)CC(CCCCCC)CC,LNP_Atlas_DB_202509_v1 원본 228행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,50.9,,,mRNA,DOPE,C14-PEG2000,172.1,0.23,5.2,NCCN1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CC(CCCCCC)CC)OC(=O)CC(CCCCCC)CC,LNP_Atlas_DB_202509_v1 원본 229행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,48.7,,,mRNA,DOPE,C14-PEG2000,153.1,0.18,2.9,NCCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CCCCCC)CC)OC(=O)CC(CCCCCC)CC)CCN,LNP_Atlas_DB_202509_v1 원본 230행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,69.4,,,mRNA,DOPE,C14-PEG2000,135.1,0.14,9.2,NCCN(CC1=CC(=C(O)C(=C1)OC(=O)CC(CCCCCC)CC)OC(=O)CC(CCCCCC)CC)CCCN,LNP_Atlas_DB_202509_v1 원본 231행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,54.9,,,mRNA,DOPE,C14-PEG2000,167.1,0.23,12.7,NNCC1=CC(=C(O)C(=C1)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC,LNP_Atlas_DB_202509_v1 원본 232행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,73.2,,,mRNA,DOPE,C14-PEG2000,164.2,0.19,6.4,NCCCCNCC1=CC(=C(O)C(=C1)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC,LNP_Atlas_DB_202509_v1 원본 233행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,53.1,,,mRNA,DOPE,C14-PEG2000,157.1,0.17,10.7,NC1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC,LNP_Atlas_DB_202509_v1 원본 234행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,64.1,,,mRNA,DOPE,C14-PEG2000,171.9,0.1,14.7,NCCN1CCN(CC1)CC2=CC(=C(O)C(=C2)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC,LNP_Atlas_DB_202509_v1 원본 235행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,57.3,,,mRNA,DOPE,C14-PEG2000,166.8,0.18,10.4,NCCCN(CC1=CC(=C(O)C(=C1)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC)CCN,LNP_Atlas_DB_202509_v1 원본 236행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,58.4,,,mRNA,DOPE,C14-PEG2000,160.8,0.16,4.3,NCCN(CC1=CC(=C(O)C(=C1)OC(=O)CCC(CC)CCCCCC)OC(=O)CCC(CC)CCCCCC)CCCN,LNP_Atlas_DB_202509_v1 원본 237행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,39.2,,,mRNA,DOPE,C14-PEG2000,150.3,0.19,9.6,NNCC1=CC(=C(OC(=O)CC(CC)CCC)C(=C1)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC,LNP_Atlas_DB_202509_v1 원본 238행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,42.5,,,mRNA,DOPE,C14-PEG2000,154.9,0.13,1.2,NCCCCNCC1=CC(=C(OC(=O)CC(CC)CCC)C(=C1)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC,LNP_Atlas_DB_202509_v1 원본 239행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,48.8,,,mRNA,DOPE,C14-PEG2000,159.3,0.14,12.6,NC1CCN(CC1)CC2=CC(=C(OC(=O)CC(CC)CCC)C(=C2)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC,LNP_Atlas_DB_202509_v1 원본 240행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,49.6,,,mRNA,DOPE,C14-PEG2000,151.4,0.22,6.9,NCCN1CCN(CC1)CC2=CC(=C(OC(=O)CC(CC)CCC)C(=C2)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC,LNP_Atlas_DB_202509_v1 원본 241행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,46.8,,,mRNA,DOPE,C14-PEG2000,135.4,0.12,9.2,NCCCN(CC1=CC(=C(OC(=O)CC(CC)CCC)C(=C1)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC)CCN,LNP_Atlas_DB_202509_v1 원본 242행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,37,,,mRNA,DOPE,C14-PEG2000,156.2,0.16,3.6,NCCN(CC1=CC(=C(OC(=O)CC(CC)CCC)C(=C1)OC(=O)CC(CC)CCC)OC(=O)CC(CC)CCC)CCCN,LNP_Atlas_DB_202509_v1 원본 243행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,53.4,,,mRNA,DOPE,C14-PEG2000,158.1,0.15,6.7,NNCC1=CC(=C(OC(=O)CC(CC)CCCC)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 244행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,77.9,,,mRNA,DOPE,C14-PEG2000,176,0.16,7.4,NCCCCNCC1=CC(=C(OC(=O)CC(CC)CCCC)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 245행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,60.2,,,mRNA,DOPE,C14-PEG2000,167.4,0.16,8.9,NC1CCN(CC1)CC2=CC(=C(OC(=O)CC(CC)CCCC)C(=C2)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 246행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,66.7,,,mRNA,DOPE,C14-PEG2000,159.8,0.1,2.4,NCCN1CCN(CC1)CC2=CC(=C(OC(=O)CC(CC)CCCC)C(=C2)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 247행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,45.5,,,mRNA,DOPE,C14-PEG2000,143.2,0.14,7,NCCCN(CC1=CC(=C(OC(=O)CC(CC)CCCC)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC)CCN,LNP_Atlas_DB_202509_v1 원본 248행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,63.3,,,mRNA,DOPE,C14-PEG2000,174.6,0.14,8.8,NCCN(CC1=CC(=C(OC(=O)CC(CC)CCCC)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC)CCCN,LNP_Atlas_DB_202509_v1 원본 249행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,78.5,,,mRNA,DOPE,C14-PEG2000,175.2,0.26,1.4,NNCC1=CC(=C(OC(=O)CC(CC)CCCC)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 250행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,78.8,,,mRNA,DOPE,C14-PEG2000,163.1,0.19,7.2,NCCCCNCC1=CC(=C(OC(=O)CC(CC)CCCC)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 251행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,79.3,,,mRNA,DOPE,C14-PEG2000,162.2,0.23,6.2,NC1CCN(CC1)CC2=CC(=C(OC(=O)CC(CC)CCCC)C(=C2)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 252행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,77.9,,,mRNA,DOPE,C14-PEG2000,159.9,0.1,5.2,NCCN1CCN(CC1)CC2=CC(=C(OC(=O)CC(CC)CCCC)C(=C2)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC,LNP_Atlas_DB_202509_v1 원본 253행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,79,,,mRNA,DOPE,C14-PEG2000,162.3,0.13,6.4,NCCCN(CC1=CC(=C(OC(=O)CC(CC)CCCC)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC)CCN,LNP_Atlas_DB_202509_v1 원본 254행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,79.4,,,mRNA,DOPE,C14-PEG2000,151.7,0.21,0.5,NCCN(CC1=CC(=C(OC(=O)CC(CC)CCCC)C(=C1)OC(=O)CC(CC)CCCC)OC(=O)CC(CC)CCCC)CCCN,LNP_Atlas_DB_202509_v1 원본 255행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,57.8,,,mRNA,DOPE,C14-PEG2000,155.1,0.16,8.2,NNCC1=CC(=C(OC(=O)CC(CC)CCCCC)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,LNP_Atlas_DB_202509_v1 원본 256행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,63.9,,,mRNA,DOPE,C14-PEG2000,151.7,0.25,1.4,NCCCCNCC1=CC(=C(OC(=O)CC(CC)CCCCC)C(=C1)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,LNP_Atlas_DB_202509_v1 원본 257행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,41.8,,,mRNA,DOPE,C14-PEG2000,162.3,0.25,4.7,NC1CCN(CC1)CC2=CC(=C(OC(=O)CC(CC)CCCCC)C(=C2)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,LNP_Atlas_DB_202509_v1 원본 258행 [수리됨],,,,,,,
10.1038/s41467-024-45422-9,35:16:46.5:2.5,Custom lipid,40.6,,,mRNA,DOPE,C14-PEG2000,140.8,0.16,8.6,NCCN1CCN(CC1)CC2=CC(=C(OC(=O)CC(CC)CCCCC)C(=C2)OC(=O)CC(CC)CCCCC)OC(=O)CC(CC)CCCCC,LNP_Atlas_DB_202509_v1 원본 259행 [수리됨],,,,,,,
